Combination,Accuracy,Precision,Recall,F1-score
"('Flex-Left-1', 'Flex-Left-3', 'Flex-Left-4', 'Position-Left')",0.9692737430167597,0.9734464445823849,0.9692737430167597,0.9693108102676954
"('Flex-Right-2', 'Flex-Left-3', 'Flex-Left-5', 'Position-Left')",0.9692737430167597,0.9745548184357542,0.9692737430167597,0.9693867190190976
"('Flex-Right-2', 'Flex-Left-4', 'Flex-Left-5', 'Position-Right')",0.9692737430167597,0.9737075463332446,0.9692737430167597,0.969605768632931
"('Flex-Left-1', 'Flex-Right-2', 'Flex-Left-4', 'Flex-Right-5', 'Position-Right')",0.9692737430167597,0.9747251757073346,0.9692737430167597,0.9691597981952458
"('Flex-Left-1', 'Flex-Right-2', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Right-5', 'Position-Left', 'Position-Right')",0.9692737430167597,0.9726636098970665,0.9692737430167597,0.9689824130191412
"('Flex-Right-3', 'Flex-Right-5')",0.9664804469273743,0.9728651237031125,0.9664804469273743,0.9661050879903909
"('Flex-Left-2', 'Flex-Left-4', 'Flex-Right-4')",0.9664804469273743,0.9726686721100128,0.9664804469273743,0.9664510609953993
"('Flex-Left-1', 'Flex-Left-4', 'Flex-Right-5', 'Position-Right')",0.9664804469273743,0.9728651237031125,0.9664804469273743,0.9663108135616222
"('Flex-Right-2', 'Flex-Right-4', 'Position-Left', 'Position-Right')",0.9664804469273743,0.9719160501283406,0.9664804469273743,0.9665010258451462
"('Flex-Left-4', 'Flex-Right-4', 'Position-Left', 'Position-Right')",0.9664804469273743,0.9688054948317275,0.9664804469273743,0.9664955696976854
"('Flex-Left-1', 'Flex-Left-2', 'Flex-Right-2', 'Flex-Right-3', 'Flex-Left-4', 'Position-Left', 'Position-Right')",0.9664804469273743,0.9704459724012797,0.9664804469273743,0.9660865318629948
"('Flex-Left-3', 'Position-Left')",0.9636871508379888,0.969019054047898,0.9636871508379888,0.9633287468915555
"('Flex-Left-4', 'Flex-Left-5')",0.9636871508379888,0.9708396817335365,0.9636871508379888,0.9639230276072388
"('Flex-Right-4', 'Position-Right')",0.9636871508379888,0.9699813780260708,0.9636871508379888,0.9643194393247586
"('Flex-Right-2', 'Flex-Left-4', 'Flex-Right-4')",0.9636871508379888,0.969059908291663,0.9636871508379888,0.9631021924934968
"('Flex-Right-4', 'Flex-Right-5', 'Position-Left')",0.9636871508379888,0.9680573076229951,0.9636871508379888,0.962804631203951
"('Flex-Left-2', 'Flex-Right-3', 'Flex-Left-5', 'Flex-Right-5')",0.9636871508379888,0.9687152473408083,0.9636871508379888,0.9633942152410192
"('Flex-Left-2', 'Flex-Left-4', 'Position-Left', 'Position-Right')",0.9636871508379888,0.9669639834095142,0.9636871508379888,0.9641107730684421
"('Flex-Left-1', 'Flex-Left-2', 'Flex-Left-4', 'Flex-Right-4', 'Position-Right')",0.9636871508379888,0.9663450143897071,0.9636871508379888,0.9626330941450443
"('Flex-Left-2', 'Flex-Right-2', 'Flex-Right-3', 'Flex-Left-5', 'Position-Left')",0.9636871508379888,0.9708396817335365,0.9636871508379888,0.9648816438714811
"('Flex-Left-2', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Left-5', 'Flex-Right-5', 'Position-Right')",0.9636871508379888,0.9710631983240223,0.9636871508379888,0.9637944409936803
"('Position-Right',)",0.9608938547486033,0.9679129064603924,0.9608938547486033,0.959846154898788
"('Flex-Left-3', 'Flex-Left-4', 'Flex-Left-5')",0.9608938547486033,0.9643897969365124,0.9608938547486033,0.9595207834617719
"('Flex-Left-1', 'Flex-Left-2', 'Flex-Left-4', 'Position-Right')",0.9608938547486033,0.9665814094366293,0.9608938547486033,0.9601449699223039
"('Flex-Left-1', 'Flex-Left-2', 'Flex-Right-4', 'Position-Right')",0.9608938547486033,0.9640737674889673,0.9608938547486033,0.9606645357287364
"('Flex-Left-2', 'Flex-Right-4', 'Flex-Left-5', 'Position-Right')",0.9608938547486033,0.9647842398587466,0.9608938547486033,0.9606817536255777
"('Flex-Right-2', 'Flex-Left-3', 'Flex-Left-4', 'Flex-Left-5')",0.9608938547486033,0.9644981868078015,0.9608938547486033,0.9595522722933252
"('Flex-Left-3', 'Flex-Left-4', 'Flex-Right-5', 'Position-Left')",0.9608938547486033,0.967411545623836,0.9608938547486033,0.9603659910385464
"('Flex-Left-1', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Left-4', 'Position-Left')",0.9608938547486033,0.967411545623836,0.9608938547486033,0.9612394274528117
"('Flex-Left-2', 'Flex-Right-2', 'Flex-Left-4', 'Position-Left', 'Position-Right')",0.9608938547486033,0.9690652880847161,0.9608938547486033,0.9622270794659457
"('Flex-Left-1', 'Flex-Left-2', 'Flex-Right-2', 'Flex-Right-3', 'Flex-Left-4', 'Position-Right')",0.9608938547486033,0.9658972104639089,0.9608938547486033,0.9612503778227793
"('Flex-Right-2', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Right-5', 'Position-Left', 'Position-Right')",0.9608938547486033,0.9642957911114336,0.9608938547486033,0.9599097063069215
"('Flex-Right-4', 'Flex-Left-5')",0.9581005586592178,0.9640587967665482,0.9581005586592178,0.9569385999884219
"('Flex-Left-1', 'Flex-Left-2', 'Flex-Left-4', 'Position-Left')",0.9581005586592178,0.9662719919953306,0.9581005586592178,0.9583179302159794
"('Flex-Left-1', 'Flex-Left-2', 'Flex-Right-4', 'Position-Left')",0.9581005586592178,0.9654639043539643,0.9581005586592178,0.9580394937193453
"('Flex-Left-2', 'Flex-Right-4', 'Flex-Right-5', 'Position-Left')",0.9581005586592178,0.9596176267793117,0.9581005586592178,0.9575509829138139
"('Flex-Left-1', 'Flex-Left-2', 'Flex-Right-2', 'Flex-Right-3', 'Flex-Left-4')",0.9581005586592178,0.9639989281464427,0.9581005586592178,0.9575987215072947
"('Flex-Left-4', 'Flex-Right-5', 'Position-Left')",0.9553072625698324,0.9656707958869728,0.9553072625698324,0.9554431693060905
"('Flex-Left-1', 'Flex-Left-2', 'Flex-Right-2', 'Position-Left')",0.9553072625698324,0.9595640274661567,0.9553072625698324,0.9546234623956634
"('Flex-Left-1', 'Flex-Right-2', 'Flex-Right-5', 'Position-Left')",0.9553072625698324,0.9656707958869728,0.9553072625698324,0.9554431693060905
"('Flex-Left-3', 'Flex-Right-4', 'Flex-Right-5', 'Position-Left')",0.9553072625698324,0.9636221904638171,0.9553072625698324,0.9544740249701807
"('Flex-Left-1', 'Flex-Left-2', 'Flex-Right-2', 'Flex-Left-4', 'Position-Right')",0.9553072625698324,0.9613110394566566,0.9553072625698324,0.9542626474820151
"('Flex-Left-2', 'Flex-Left-4', 'Flex-Right-4', 'Position-Left', 'Position-Right')",0.9553072625698324,0.9596633616044655,0.9553072625698324,0.9557301044993263
"('Flex-Left-2', 'Flex-Right-4', 'Flex-Left-5', 'Position-Left', 'Position-Right')",0.9553072625698324,0.9618191553945743,0.9553072625698324,0.956023540325145
"('Flex-Left-1', 'Flex-Left-2', 'Flex-Left-4', 'Flex-Right-4', 'Position-Left', 'Position-Right')",0.9553072625698324,0.9606044483139456,0.9553072625698324,0.9535408561241447
"('Flex-Left-1', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Left-4', 'Flex-Right-4', 'Position-Left')",0.9553072625698324,0.9612453100658741,0.9553072625698324,0.9541188656095053
"('Flex-Left-5', 'Flex-Right-5')",0.952513966480447,0.9602872298403025,0.952513966480447,0.9525829295634136
"('Flex-Left-1', 'Flex-Left-4', 'Position-Left')",0.952513966480447,0.9640462889066241,0.952513966480447,0.9525893550560359
"('Flex-Left-1', 'Flex-Left-2', 'Flex-Right-3', 'Flex-Right-5', 'Position-Left')",0.952513966480447,0.9583315236279788,0.952513966480447,0.9533329593823481
"('Flex-Left-1', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Right-4', 'Position-Left')",0.952513966480447,0.9617928465934631,0.952513966480447,0.9534985159429961
"('Flex-Left-2', 'Flex-Right-2', 'Flex-Right-3', 'Flex-Left-5', 'Position-Right')",0.952513966480447,0.9621238786043255,0.952513966480447,0.9520567661317355
"('Flex-Left-2', 'Flex-Right-4', 'Flex-Left-5', 'Flex-Right-5', 'Position-Right')",0.952513966480447,0.9589240632894184,0.952513966480447,0.9522353828460662
"('Flex-Left-2', 'Flex-Right-4', 'Flex-Right-5', 'Position-Left', 'Position-Right')",0.952513966480447,0.9583738362605234,0.952513966480447,0.9521790896890377
"('Flex-Left-1', 'Flex-Left-2', 'Flex-Right-2', 'Flex-Left-4', 'Position-Left', 'Position-Right')",0.952513966480447,0.9627953440302525,0.952513966480447,0.9538520552035701
"('Flex-Left-1', 'Flex-Right-2', 'Flex-Left-4', 'Flex-Right-5', 'Position-Left', 'Position-Right')",0.952513966480447,0.9640462889066241,0.952513966480447,0.9541608404478359
"('Flex-Right-3',)",0.9497206703910615,0.9588206951335443,0.9497206703910615,0.9471129008248542
"('Flex-Left-1', 'Flex-Left-5', 'Position-Right')",0.9497206703910615,0.9628370172455673,0.9497206703910615,0.9488741306578498
"('Flex-Right-2', 'Flex-Left-3', 'Flex-Left-4')",0.9497206703910615,0.9590425242900681,0.9497206703910615,0.9486998484211896
"('Flex-Left-4', 'Flex-Right-4', 'Flex-Right-5')",0.9497206703910615,0.9624675426862852,0.9497206703910615,0.9492562132407151
"('Flex-Right-4', 'Flex-Right-5', 'Position-Right')",0.9497206703910615,0.9610335195530727,0.9497206703910615,0.9492589258171334
"('Flex-Left-1', 'Flex-Left-2', 'Flex-Right-3', 'Flex-Left-5')",0.9497206703910615,0.9565917795609159,0.9497206703910615,0.9502187807026782
"('Flex-Left-1', 'Flex-Left-3', 'Flex-Left-5', 'Position-Left')",0.9497206703910615,0.9589995505040776,0.9497206703910615,0.9487023231021104
"('Flex-Left-2', 'Flex-Left-4', 'Flex-Right-5', 'Position-Left')",0.9497206703910615,0.9624675426862852,0.9497206703910615,0.9515778454947029
"('Flex-Left-3', 'Flex-Right-4', 'Position-Left', 'Orientation-Right')",0.9497206703910615,0.955085572404008,0.9497206703910615,0.9499859482438947
"('Flex-Left-1', 'Flex-Left-3', 'Flex-Left-4', 'Flex-Right-4', 'Flex-Left-5')",0.9497206703910615,0.9565452418040169,0.9497206703910615,0.9487121979330527
"('Flex-Right-2', 'Flex-Left-4', 'Flex-Right-4', 'Flex-Right-5', 'Position-Right')",0.9497206703910615,0.9590915602088785,0.9497206703910615,0.9482125054750753
"('Flex-Left-1', 'Flex-Right-2', 'Flex-Right-4', 'Flex-Right-5', 'Position-Left', 'Position-Right')",0.9497206703910615,0.9565566946461613,0.9497206703910615,0.9474412232360663
"('Flex-Left-1', 'Flex-Left-3', 'Flex-Left-4', 'Flex-Right-4', 'Flex-Left-5', 'Position-Left')",0.9497206703910615,0.9624675426862852,0.9497206703910615,0.9501286329899357
"('Flex-Left-2', 'Flex-Right-2', 'Flex-Right-4', 'Flex-Right-5', 'Position-Left', 'Position-Right')",0.9497206703910615,0.9528955643068656,0.9497206703910615,0.9490846708371776
"('Flex-Left-1', 'Flex-Left-2', 'Flex-Right-2')",0.946927374301676,0.9582574854058126,0.946927374301676,0.9464360893934297
"('Flex-Left-1', 'Flex-Right-2', 'Flex-Left-5')",0.946927374301676,0.9585671311928295,0.946927374301676,0.9474083121039808
"('Flex-Left-2', 'Flex-Left-5', 'Position-Right')",0.946927374301676,0.9551738176554407,0.946927374301676,0.944635001366642
"('Flex-Right-2', 'Flex-Left-4', 'Position-Left')",0.946927374301676,0.9609326505276227,0.946927374301676,0.9468333023246458
"('Flex-Left-1', 'Flex-Right-2', 'Flex-Right-3', 'Flex-Right-5')",0.946927374301676,0.9579870308962279,0.946927374301676,0.9464904113721433
"('Flex-Left-1', 'Flex-Right-3', 'Flex-Left-5', 'Flex-Right-5', 'Position-Left')",0.946927374301676,0.958670511527052,0.946927374301676,0.9473954360327184
"('Flex-Left-1', 'Flex-Right-4')",0.9441340782122905,0.9566369298678422,0.9441340782122905,0.943034544479485
"('Flex-Left-1', 'Flex-Right-5', 'Position-Right')",0.9441340782122905,0.9520693947589035,0.9441340782122905,0.9404504468382738
"('Flex-Left-2', 'Flex-Right-2', 'Flex-Left-5')",0.9441340782122905,0.9569883849724907,0.9441340782122905,0.9454667625785885
"('Flex-Right-2', 'Flex-Right-4', 'Position-Right')",0.9441340782122905,0.9577599127946587,0.9441340782122905,0.9433747588865214
"('Flex-Left-5', 'Position-Left', 'Position-Right')",0.9441340782122905,0.9570502411795985,0.9441340782122905,0.9450990423514241
"('Flex-Left-1', 'Flex-Right-2', 'Flex-Right-5', 'Position-Right')",0.9441340782122905,0.9520777294985862,0.9441340782122905,0.9404530552602992
"('Flex-Left-1', 'Flex-Left-4', 'Flex-Left-5', 'Position-Right')",0.9441340782122905,0.9531861033519554,0.9441340782122905,0.9440375203109347
"('Flex-Right-2', 'Flex-Left-3', 'Flex-Right-4', 'Flex-Left-5')",0.9441340782122905,0.9536412565633814,0.9441340782122905,0.9421010483520875
"('Flex-Left-2', 'Flex-Right-2', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Left-5')",0.9441340782122905,0.9553102067554338,0.9441340782122905,0.9453602304122242
"('Flex-Left-2', 'Flex-Left-3', 'Flex-Left-4', 'Flex-Right-4', 'Position-Left')",0.9441340782122905,0.9565487274984482,0.9441340782122905,0.9446347016045203
"('Flex-Left-2', 'Flex-Right-3', 'Flex-Left-5', 'Flex-Right-5', 'Position-Left')",0.9441340782122905,0.9530908263606259,0.9441340782122905,0.9453792313080178
"('Flex-Left-1', 'Flex-Left-2', 'Flex-Right-3', 'Flex-Left-5', 'Position-Left', 'Position-Right')",0.9441340782122905,0.9503608847184267,0.9441340782122905,0.9443274071220763
"('Flex-Left-1', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Right-4', 'Flex-Left-5', 'Position-Left')",0.9441340782122905,0.9520595016405071,0.9441340782122905,0.9425216285068172
"('Flex-Left-3', 'Flex-Left-4')",0.9413407821229051,0.9520004093296848,0.9413407821229051,0.9400877983958116
"('Flex-Left-3', 'Flex-Left-4', 'Orientation-Right')",0.9413407821229051,0.9534770604603007,0.9413407821229051,0.9422975194557743
"('Flex-Left-3', 'Flex-Right-4', 'Flex-Left-5')",0.9413407821229051,0.950803622440831,0.9413407821229051,0.9387387535880448
"('Flex-Left-3', 'Position-Left', 'Orientation-Right')",0.9413407821229051,0.9531975783372432,0.9413407821229051,0.9425102486003228
"('Flex-Left-1', 'Flex-Right-2', 'Flex-Right-3', 'Flex-Left-5')",0.9413407821229051,0.9502593683542457,0.9413407821229051,0.9413112450138269
"('Flex-Left-1', 'Flex-Right-2', 'Flex-Left-4', 'Flex-Right-5')",0.9413407821229051,0.9555568731480505,0.9413407821229051,0.940778923462964
"('Flex-Left-2', 'Flex-Left-4', 'Flex-Right-4', 'Flex-Right-5')",0.9413407821229051,0.9579873169258645,0.9413407821229051,0.9404342815890769
"('Flex-Left-2', 'Flex-Left-4', 'Flex-Right-5', 'Position-Right')",0.9413407821229051,0.9506714540493936,0.9413407821229051,0.9381295727216461
"('Flex-Left-2', 'Flex-Right-2', 'Flex-Right-5', 'Position-Left', 'Position-Right')",0.9413407821229051,0.9502874188676539,0.9413407821229051,0.941027713074096
"('Flex-Left-3', 'Orientation-Right')",0.9385474860335196,0.952127202406532,0.9385474860335196,0.9376487133636862
"('Flex-Left-1', 'Flex-Left-2', 'Flex-Right-2', 'Flex-Right-4')",0.9385474860335196,0.948222696899989,0.9385474860335196,0.9348033568239678
"('Flex-Left-1', 'Flex-Right-2', 'Flex-Left-5', 'Position-Right')",0.9385474860335196,0.9570674217494451,0.9385474860335196,0.936807667089719
"('Flex-Right-2', 'Flex-Right-4', 'Flex-Right-5', 'Position-Left')",0.9385474860335196,0.9565735567970205,0.9385474860335196,0.9374514137767471
"('Flex-Right-2', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Left-5', 'Position-Left')",0.9385474860335196,0.9458855439188062,0.9385474860335196,0.934690263500571
"('Flex-Right-2', 'Flex-Left-4', 'Flex-Right-4', 'Position-Left', 'Position-Right')",0.9385474860335196,0.9476580100532613,0.9385474860335196,0.9352719551102939
"('Flex-Left-3', 'Flex-Right-4', 'Flex-Left-5', 'Flex-Right-5', 'Position-Left')",0.9385474860335196,0.955233363034921,0.9385474860335196,0.9369127847270357
"('Flex-Right-3', 'Flex-Left-4', 'Flex-Left-5', 'Flex-Right-5', 'Position-Right')",0.9385474860335196,0.9501006900489932,0.9385474860335196,0.9370061087366154
"('Flex-Left-1', 'Flex-Left-2', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Right-5', 'Position-Left')",0.9385474860335196,0.9447097025895795,0.9385474860335196,0.9378749527468373
"('Flex-Right-2', 'Flex-Left-3', 'Flex-Left-4', 'Flex-Right-4', 'Position-Left', 'Position-Right')",0.9385474860335196,0.9465392500774251,0.9385474860335196,0.9334299244416954
"('Flex-Left-2', 'Flex-Right-4', 'Flex-Left-5')",0.9357541899441341,0.9551970008820935,0.9357541899441341,0.9344450837370156
"('Flex-Left-2', 'Flex-Right-2', 'Flex-Left-4', 'Position-Left')",0.9357541899441341,0.9538276047091501,0.9357541899441341,0.9376836838237463
"('Flex-Left-2', 'Flex-Right-3', 'Flex-Right-4', 'Flex-Right-5', 'Position-Left')",0.9329608938547486,0.9346846576732554,0.9329608938547486,0.9318033218237833
"('Flex-Right-2', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Left-4', 'Orientation-Right')",0.9329608938547486,0.9379994060220141,0.9329608938547486,0.9331223488699179
"('Flex-Left-1', 'Flex-Right-2', 'Flex-Right-3')",0.9301675977653632,0.9516644497650084,0.9301675977653632,0.9267418495974555
"('Flex-Left-1', 'Flex-Right-3', 'Flex-Right-5')",0.9301675977653632,0.9516644497650084,0.9301675977653632,0.9276387778318478
"('Flex-Right-2', 'Flex-Right-3', 'Orientation-Right')",0.9301675977653632,0.9436000657246139,0.9301675977653632,0.9303839452458842
"('Flex-Left-1', 'Flex-Left-5', 'Position-Left', 'Position-Right')",0.9301675977653632,0.9436153232242617,0.9301675977653632,0.9307202022954761
"('Flex-Right-3', 'Flex-Left-4', 'Position-Right', 'Orientation-Right')",0.9301675977653632,0.9316684732760778,0.9301675977653632,0.9307789081423677
"('Flex-Left-2', 'Flex-Right-2', 'Flex-Left-4', 'Flex-Right-5', 'Position-Right')",0.9301675977653632,0.9408512934554971,0.9301675977653632,0.9243969363886934
"('Flex-Right-2', 'Flex-Right-3', 'Flex-Left-5', 'Flex-Right-5', 'Position-Left')",0.9301675977653632,0.9525497779687724,0.9301675977653632,0.9341871879262503
"('Flex-Left-1', 'Flex-Right-2', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Right-5', 'Position-Left')",0.9301675977653632,0.9525497779687724,0.9301675977653632,0.9283561888287203
"('Flex-Left-1', 'Flex-Left-2', 'Flex-Left-5')",0.9273743016759777,0.9399067238627293,0.9273743016759777,0.9281592861901161
"('Flex-Left-1', 'Flex-Left-4', 'Flex-Right-4')",0.9273743016759777,0.9410764888904312,0.9273743016759777,0.9219693947236792
"('Flex-Left-1', 'Flex-Left-2', 'Flex-Right-3', 'Flex-Right-5')",0.9273743016759777,0.945751249632461,0.9273743016759777,0.9270546750504604
"('Flex-Left-1', 'Flex-Right-4', 'Flex-Right-5', 'Position-Left')",0.9273743016759777,0.9400574737106832,0.9273743016759777,0.9216593881137053
"('Flex-Left-1', 'Flex-Right-2', 'Flex-Right-3', 'Flex-Left-5', 'Position-Left')",0.9273743016759777,0.9433632229509081,0.9273743016759777,0.9248020351016406
"('Flex-Left-1', 'Flex-Right-2', 'Flex-Left-3', 'Flex-Right-3', 'Flex-Left-5', 'Position-Left')",0.9273743016759777,0.9393037737098947,0.9273743016759777,0.926862925334218
"('Flex-Left-2', 'Flex-Right-2', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Left-5', 'Position-Right')",0.9273743016759777,0.949810199111875,0.9273743016759777,0.9235608798787223
"('Flex-Left-2', 'Flex-Right-2', 'Flex-Left-4', 'Flex-Right-4', 'Flex-Right-5', 'Position-Right')",0.9273743016759777,0.9424060963319559,0.9273743016759777,0.9256020406064609
"('Flex-Right-2', 'Position-Right', 'Orientation-Right')",0.9245810055865922,0.9500349162011174,0.9245810055865922,0.9278784358952505
"('Flex-Left-2', 'Flex-Right-3', 'Flex-Left-5', 'Position-Right')",0.9245810055865922,0.9476358707638032,0.9245810055865922,0.9262536021125347
"('Flex-Left-3', 'Flex-Right-3', 'Flex-Left-5', 'Position-Left')",0.9245810055865922,0.9374024511714522,0.9245810055865922,0.9152006719788857
"('Flex-Left-3', 'Flex-Left-4', 'Flex-Left-5', 'Position-Left')",0.9245810055865922,0.9500349162011174,0.9245810055865922,0.9278011099846627
"('Flex-Right-4', 'Flex-Left-5', 'Position-Left', 'Position-Right')",0.9245810055865922,0.9375686425909786,0.9245810055865922,0.9228585933580464
"('Flex-Left-1', 'Flex-Left-2', 'Flex-Right-3', 'Flex-Left-5', 'Flex-Right-5', 'Position-Left')",0.9245810055865922,0.942809112986793,0.9245810055865922,0.9233291810958907
"('Flex-Left-1', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Right-5', 'Position-Left', 'Position-Right')",0.9245810055865922,0.9354694331205528,0.9245810055865922,0.9146646427421528
"('Flex-Left-2', 'Flex-Right-2', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Right-5', 'Position-Right')",0.9245810055865922,0.939407729142366,0.9245810055865922,0.9205802967101556
"('Flex-Left-2', 'Flex-Right-2', 'Flex-Left-4', 'Flex-Right-5', 'Position-Left', 'Position-Right')",0.9245810055865922,0.9471324764620853,0.9245810055865922,0.9252547673842365
"('Flex-Right-2', 'Flex-Left-3', 'Flex-Right-4', 'Flex-Left-5', 'Position-Left', 'Position-Right')",0.9245810055865922,0.9328885964272493,0.9245810055865922,0.9181149171301027
"('Flex-Left-2', 'Flex-Right-2', 'Flex-Right-3', 'Flex-Left-4', 'Flex-Left-5', 'Flex-Right-5', 'Position-Right')",0.9245810055865922,0.9401284864087385,0.9245810055865922,0.9200665486315894
